val_family,min_dist_to_train,dist_to_train_global,label_entropy,n_val
cinclosomatidae,0.03645813465118408,0.0403708815574646,0.6395127443847919,40.0
acanthisittidae,0.036199986934661865,0.0705675482749939,0.6405242810770664,8.0
podargidae,0.035376548767089844,0.09291243553161621,0.2870724927753455,54.0
aegothelidae,0.035376548767089844,0.06293916702270508,0.12235140251863194,20.0
modulatricidae,0.035227060317993164,0.06255543231964111,0.0,13.0
falconidae,0.03487849235534668,0.02789074182510376,1.0782640801101833,308.0
bucconidae,0.03446662425994873,0.025270700454711914,0.41913952202728294,124.0
lybiidae,0.03426390886306763,0.03351175785064697,0.77013922944133,245.0
stenostiridae,0.03411746025085449,0.042054831981658936,0.6140226780683825,51.0
hirundinidae,0.034005820751190186,0.04164695739746094,1.1129408543290706,399.0
picidae,0.03390228748321533,0.032557129859924316,0.6867877789238809,1176.0
paradisaeidae,0.03364086151123047,0.04863131046295166,0.13328411600831463,194.0
pomatostomidae,0.03314107656478882,0.043977558612823486,0.8260042919593447,23.0
turnicidae,0.03273642063140869,0.062275588512420654,0.9408520899876776,74.0
alcedinidae,0.032180964946746826,0.032010436058044434,0.7036433045807851,436.0
rallidae,0.03098917007446289,0.035936176776885986,0.9583391390283327,483.0
columbidae,0.030978024005889893,0.02285093069076538,0.6711710216533602,1250.0
climacteridae,0.03093397617340088,0.04797565937042236,0.6138330567091038,34.0
grallariidae,0.030681967735290527,0.06900560855865479,0.44377468195380065,87.0
formicariidae,0.030576765537261963,0.05423837900161743,0.0303045357992467,34.0
conopophagidae,0.029493331909179688,0.06421881914138794,0.09744569665243602,33.0
oreoicidae,0.02913510799407959,0.03784447908401489,0.7331469902831299,11.0
laniidae,0.027904272079467773,0.04231494665145874,0.9843318395018628,175.0
pardalotidae,0.02776944637298584,0.07573747634887695,0.8135290786387166,19.0
indicatoridae,0.02730339765548706,0.03129309415817261,0.649682906952251,90.0
campephagidae,0.026888370513916016,0.028137028217315674,0.5458025840495676,359.0
rhinocryptidae,0.026684880256652832,0.04427635669708252,0.6310970115026335,100.0
prunellidae,0.026374876499176025,0.038380563259124756,0.9864964089637839,69.0
paridae,0.026319026947021484,0.02222144603729248,0.8511959915925962,293.0
malaconotidae,0.026091933250427246,0.033354878425598145,0.8411473860577284,186.0
viduidae,0.025776922702789307,0.02861762046813965,0.845045790634236,74.0
spindalidae,0.025254905223846436,0.07882064580917358,0.5452470559684734,23.0
mimidae,0.02505439519882202,0.022710323333740234,0.7681602245697108,170.0
phasianidae,0.024537324905395508,0.03610062599182129,0.9105267811214011,337.0
odontophoridae,0.024537324905395508,0.06198561191558838,0.7499011237936113,53.0
motacillidae,0.024103879928588867,0.033786773681640625,1.036384686938589,312.0
bernieridae,0.024036645889282227,0.044919371604919434,0.037371549421292116,40.0
dicaeidae,0.02398538589477539,0.044293761253356934,0.3924173750671562,215.0
artamidae,0.023907124996185303,0.03174489736557007,0.8344245355443269,104.0
certhiidae,0.0230104923248291,0.03152358531951904,0.3428980230622992,37.0
